temple,date,hour,day_of_week,is_weekend,is_holiday,is_festival,weather,temperature,previous_visitors,current_crowd,visitors
Somnath,2025-04-27,16,Sunday,1,0,0,Sunny,28.3,1903,6003,2978
Somnath,2025-04-27,17,Sunday,1,0,0,Sunny,27.5,2978,7474,3514
Somnath,2025-04-27,18,Sunday,1,0,0,Sunny,25.4,3514,8606,3936
Somnath,2025-04-27,19,Sunday,1,0,0,Sunny,24.3,3936,8246,3460
Somnath,2025-04-27,20,Sunday,1,0,0,Sunny,23.7,3460,7029,2579
Somnath,2025-04-27,21,Sunday,1,0,0,Sunny,21.5,2579,5029,1349
Somnath,2025-04-27,22,Sunday,1,0,0,Sunny,20.7,1349,3308,626
Somnath,2025-04-27,23,Sunday,1,0,0,Sunny,19.4,626,1767,161
Somnath,2025-04-28,0,Monday,0,0,0,Sunny,24.4,161,815,48
Somnath,2025-04-28,1,Monday,0,0,0,Sunny,24.9,48,399,28
Somnath,2025-04-28,2,Monday,0,0,0,Sunny,23.7,28,221,33
Somnath,2025-04-28,3,Monday,0,0,0,Sunny,24.6,33,204,81
Somnath,2025-04-28,4,Monday,0,0,0,Sunny,25.4,81,849,564
Somnath,2025-04-28,5,Monday,0,0,0,Sunny,27.2,564,2115,1286
Somnath,2025-04-28,6,Monday,0,0,0,Sunny,27.8,1286,4628,2728
Somnath,2025-04-28,7,Monday,0,0,0,Sunny,28.4,2728,5369,2446
Somnath,2025-04-28,8,Monday,0,0,0,Sunny,29.5,2446,6593,3064
Somnath,2025-04-28,9,Monday,0,0,0,Sunny,31.3,3064,6500,2750
Somnath,2025-04-28,10,Monday,0,0,0,Sunny,31.6,2750,5751,2124
Somnath,2025-04-28,11,Monday,0,0,0,Sunny,33.9,2124,4729,1620
Somnath,2025-04-28,12,Monday,0,0,0,Sunny,34.7,1620,3865,1250
Somnath,2025-04-28,13,Monday,0,0,0,Sunny,34.6,1250,3298,1169
Somnath,2025-04-28,14,Monday,0,0,0,Sunny,35.2,1169,3002,1144
Somnath,2025-04-28,15,Monday,0,0,0,Sunny,34.8,1144,4017,1900
Somnath,2025-04-28,16,Monday,0,0,0,Sunny,33.9,1900,5535,2805
Somnath,2025-04-28,17,Monday,0,0,0,Sunny,34.1,2805,6720,3217
Somnath,2025-04-28,18,Monday,0,0,0,Sunny,32.4,3217,7358,3140
Somnath,2025-04-28,19,Monday,0,0,0,Sunny,30.8,3140,6910,2498
Somnath,2025-04-28,20,Monday,0,0,0,Sunny,29.5,2498,5973,2147
Somnath,2025-04-28,21,Monday,0,0,0,Sunny,29.2,2147,4016,1045
Somnath,2025-04-28,22,Monday,0,0,0,Sunny,27.9,1045,2574,461
Somnath,2025-04-28,23,Monday,0,0,0,Sunny,26.4,461,1268,159
Somnath,2025-04-29,0,Tuesday,0,0,0,Clear,25.8,159,650,34
Somnath,2025-04-29,1,Tuesday,0,0,0,Clear,26.2,34,331,20
Somnath,2025-04-29,2,Tuesday,0,0,0,Clear,25.6,20,186,25
Somnath,2025-04-29,3,Tuesday,0,0,0,Clear,24.1,25,152,54
Somnath,2025-04-29,4,Tuesday,0,0,0,Clear,25.7,54,657,435
Somnath,2025-04-29,5,Tuesday,0,0,0,Clear,27.3,435,1442,863
Somnath,2025-04-29,6,Tuesday,0,0,0,Clear,26.2,863,2690,1517
Somnath,2025-04-29,7,Tuesday,0,0,0,Clear,28.4,1517,3232,1530
Somnath,2025-04-29,8,Tuesday,0,0,0,Clear,30.2,1530,4454,2212
Somnath,2025-04-29,9,Tuesday,0,0,0,Clear,32.7,2212,4265,1609
Somnath,2025-04-29,10,Tuesday,0,0,0,Clear,33.0,1609,4145,1680
Somnath,2025-04-29,11,Tuesday,0,0,0,Clear,34.7,1680,3577,1315
Somnath,2025-04-29,12,Tuesday,0,0,0,Clear,34.9,1315,2807,858
Somnath,2025-04-29,13,Tuesday,0,0,0,Clear,34.7,858,2328,770
Somnath,2025-04-29,14,Tuesday,0,0,0,Clear,35.6,770,2577,1103
Somnath,2025-04-29,15,Tuesday,0,0,0,Clear,35.4,1103,2859,1246
Somnath,2025-04-29,16,Tuesday,0,0,0,Clear,35.1,1246,3003,1286
Somnath,2025-04-29,17,Tuesday,0,0,0,Clear,33.2,1286,4475,2317
Somnath,2025-04-29,18,Tuesday,0,0,0,Clear,32.9,2317,5292,2397
Somnath,2025-04-29,19,Tuesday,0,0,0,Clear,31.0,2397,4705,1751
Somnath,2025-04-29,20,Tuesday,0,0,0,Clear,29.3,1751,3743,1219
Somnath,2025-04-29,21,Tuesday,0,0,0,Clear,28.9,1219,2655,647
Somnath,2025-04-29,22,Tuesday,0,0,0,Clear,27.7,647,1668,333
Somnath,2025-04-29,23,Tuesday,0,0,0,Clear,26.2,333,895,117
Somnath,2025-04-30,0,Wednesday,0,0,0,Clear,19.9,117,481,36
Somnath,2025-04-30,1,Wednesday,0,0,0,Clear,20.3,36,245,25
Somnath,2025-04-30,2,Wednesday,0,0,0,Clear,18.7,25,158,27
Somnath,2025-04-30,3,Wednesday,0,0,0,Clear,20.8,27,140,54
Somnath,2025-04-30,4,Wednesday,0,0,0,Clear,19.8,54,499,323
Somnath,2025-04-30,5,Wednesday,0,0,0,Clear,22.2,323,1351,832
Somnath,2025-04-30,6,Wednesday,0,0,0,Clear,23.1,832,2629,1451
Somnath,2025-04-30,7,Wednesday,0,0,0,Clear,24.8,1451,3698,1888
Somnath,2025-04-30,8,Wednesday,0,0,0,Clear,25.4,1888,4271,2002
Somnath,2025-04-30,9,Wednesday,0,0,0,Clear,27.1,2002,4845,2154
Somnath,2025-04-30,10,Wednesday,0,0,0,Clear,26.8,2154,4032,1363
Somnath,2025-04-30,11,Wednesday,0,0,0,Clear,28.4,1363,3588,1245
Somnath,2025-04-30,12,Wednesday,0,0,0,Clear,29.9,1245,2972,1065
Somnath,2025-04-30,13,Wednesday,0,0,0,Clear,29.8,1065,2535,865
Somnath,2025-04-30,14,Wednesday,0,0,0,Clear,31.1,865,2607,1008
Somnath,2025-04-30,15,Wednesday,0,0,0,Clear,30.3,1008,3056,1409
Somnath,2025-04-30,16,Wednesday,0,0,0,Clear,29.5,1409,3950,1825
Somnath,2025-04-30,17,Wednesday,0,0,0,Clear,29.1,1825,4613,2010
Somnath,2025-04-30,18,Wednesday,0,0,0,Clear,26.2,2010,4649,1854
Somnath,2025-04-30,19,Wednesday,0,0,0,Clear,26.3,1854,4719,1941
Somnath,2025-04-30,20,Wednesday,0,0,0,Clear,25.3,1941,3842,1228
Somnath,2025-04-30,21,Wednesday,0,0,0,Clear,24.2,1228,3137,914
Somnath,2025-04-30,22,Wednesday,0,0,0,Clear,22.5,914,1777,350
Somnath,2025-04-30,23,Wednesday,0,0,0,Clear,20.9,350,990,110
Somnath,2025-05-01,0,Thursday,0,0,0,Cloudy,20.8,110,496,33
Somnath,2025-05-01,1,Thursday,0,0,0,Cloudy,20.1,33,233,21
Somnath,2025-05-01,2,Thursday,0,0,0,Cloudy,20.0,21,130,21
Somnath,2025-05-01,3,Thursday,0,0,0,Cloudy,20.5,21,142,61
Somnath,2025-05-01,4,Thursday,0,0,0,Cloudy,21.4,61,634,423
Somnath,2025-05-01,5,Thursday,0,0,0,Cloudy,21.4,423,1480,879
Somnath,2025-05-01,6,Thursday,0,0,0,Cloudy,23.6,879,3021,1758
Somnath,2025-05-01,7,Thursday,0,0,0,Cloudy,24.0,1758,4240,2080
Somnath,2025-05-01,8,Thursday,0,0,0,Cloudy,25.9,2080,4587,2073
Somnath,2025-05-01,9,Thursday,0,0,0,Cloudy,26.1,2073,4698,1925
Somnath,2025-05-01,10,Thursday,0,0,0,Cloudy,27.3,1925,4326,1589
Somnath,2025-05-01,11,Thursday,0,0,0,Cloudy,28.4,1589,3911,1482
Somnath,2025-05-01,12,Thursday,0,0,0,Cloudy,30.7,1482,2813,847
Somnath,2025-05-01,13,Thursday,0,0,0,Cloudy,30.2,847,2296,781
Somnath,2025-05-01,14,Thursday,0,0,0,Rainy,30.5,781,2052,780
Somnath,2025-05-01,15,Thursday,0,0,0,Rainy,31.1,780,2008,790
Somnath,2025-05-01,16,Thursday,0,0,0,Rainy,29.9,790,3031,1552
Somnath,2025-05-01,17,Thursday,0,0,0,Cloudy,29.0,1552,4343,2189
Somnath,2025-05-01,18,Thursday,0,0,0,Cloudy,27.4,2189,4578,1832
Somnath,2025-05-01,19,Thursday,0,0,0,Cloudy,27.6,1832,3822,1340
Somnath,2025-05-01,20,Thursday,0,0,0,Cloudy,26.4,1340,3406,1280
Somnath,2025-05-01,21,Thursday,0,0,0,Cloudy,23.8,1280,2335,691
Somnath,2025-05-01,22,Thursday,0,0,0,Cloudy,23.4,691,1430,271
Somnath,2025-05-01,23,Thursday,0,0,0,Cloudy,22.2,271,742,95
Somnath,2025-05-02,0,Friday,0,0,0,Cloudy,28.2,95,380,42
Somnath,2025-05-02,1,Friday,0,0,0,Cloudy,27.6,42,215,31
Somnath,2025-05-02,2,Friday,0,0,0,Cloudy,26.2,31,132,25
Somnath,2025-05-02,3,Friday,0,0,0,Cloudy,26.8,25,155,74
Somnath,2025-05-02,4,Friday,0,0,0,Cloudy,26.5,74,708,474
Somnath,2025-05-02,5,Friday,0,0,0,Cloudy,27.9,474,1404,804
Somnath,2025-05-02,6,Friday,0,0,0,Cloudy,29.3,804,3245,1934
Somnath,2025-05-02,7,Friday,0,0,0,Cloudy,30.5,1934,4866,2594
Somnath,2025-05-02,8,Friday,0,0,0,Cloudy,32.3,2594,4806,2006
Somnath,2025-05-02,9,Friday,0,0,0,Cloudy,32.6,2006,5397,2401
Somnath,2025-05-02,10,Friday,0,0,0,Cloudy,34.6,2401,4585,1624
Somnath,2025-05-02,11,Friday,0,0,0,Cloudy,35.2,1624,4114,1595
Somnath,2025-05-02,12,Friday,0,0,0,Cloudy,37.0,1595,2947,867
Somnath,2025-05-02,13,Friday,0,0,0,Cloudy,37.0,867,2427,880
Somnath,2025-05-02,14,Friday,0,0,0,Rainy,37.0,880,2174,831
Somnath,2025-05-02,15,Friday,0,0,0,Cloudy,36.8,831,3709,2032
Somnath,2025-05-02,16,Friday,0,0,0,Rainy,35.4,2032,4045,1795
Somnath,2025-05-02,17,Friday,0,0,0,Rainy,35.9,1795,4131,1666
Somnath,2025-05-02,18,Friday,0,0,0,Cloudy,34.5,1666,4793,2050
Somnath,2025-05-02,19,Friday,0,0,0,Cloudy,33.1,2050,5718,2536
Somnath,2025-05-02,20,Friday,0,0,0,Cloudy,31.4,2536,4919,1800
Somnath,2025-05-02,21,Friday,0,0,0,Cloudy,29.5,1800,3447,881
Somnath,2025-05-02,22,Friday,0,0,0,Cloudy,29.1,881,2157,383
Somnath,2025-05-02,23,Friday,0,0,0,Cloudy,28.3,383,1167,120
Somnath,2025-05-03,0,Saturday,1,0,0,Clear,23.3,120,607,60
Somnath,2025-05-03,1,Saturday,1,0,0,Clear,23.0,60,325,35
Somnath,2025-05-03,2,Saturday,1,0,0,Clear,21.4,35,215,40
Somnath,2025-05-03,3,Saturday,1,0,0,Clear,21.9,40,212,88
Somnath,2025-05-03,4,Saturday,1,0,0,Clear,23.1,88,897,592
Somnath,2025-05-03,5,Saturday,1,0,0,Clear,24.4,592,2440,1535
Somnath,2025-05-03,6,Saturday,1,0,0,Clear,25.5,1535,5060,2901
Somnath,2025-05-03,7,Saturday,1,0,0,Clear,26.4,2901,6918,3351
Somnath,2025-05-03,8,Saturday,1,0,0,Clear,28.7,3351,7558,3168
Somnath,2025-05-03,9,Saturday,1,0,0,Clear,28.9,3168,7350,3119
Somnath,2025-05-03,10,Saturday,1,0,0,Clear,30.0,3119,6451,2385
Somnath,2025-05-03,11,Saturday,1,0,0,Clear,30.6,2385,5668,2092
Somnath,2025-05-03,12,Saturday,1,0,0,Clear,32.2,2092,4074,1265
Somnath,2025-05-03,13,Saturday,1,0,0,Clear,32.9,1265,3580,1221
Somnath,2025-05-03,14,Saturday,1,0,0,Clear,33.0,1221,4094,1755
Somnath,2025-05-03,15,Saturday,1,0,0,Clear,32.5,1755,4583,1971
Somnath,2025-05-03,16,Saturday,1,0,0,Clear,32.4,1971,5881,2722
Somnath,2025-05-03,17,Saturday,1,0,0,Clear,31.2,2722,7334,3470
Somnath,2025-05-03,18,Saturday,1,0,0,Clear,29.6,3470,8632,3779
Somnath,2025-05-03,19,Saturday,1,0,0,Clear,29.2,3779,8015,3083
Somnath,2025-05-03,20,Saturday,1,0,0,Clear,27.8,3083,7120,2521
Somnath,2025-05-03,21,Saturday,1,0,0,Clear,26.0,2521,5167,1397
Somnath,2025-05-03,22,Saturday,1,0,0,Clear,24.3,1397,2868,588
Somnath,2025-05-03,23,Saturday,1,0,0,Clear,24.1,588,1620,208
Somnath,2025-05-04,0,Sunday,1,0,0,Cloudy,18.3,208,861,59
Somnath,2025-05-04,1,Sunday,1,0,0,Cloudy,18.9,59,441,38
Somnath,2025-05-04,2,Sunday,1,0,0,Cloudy,18.6,38,238,32
Somnath,2025-05-04,3,Sunday,1,0,0,Cloudy,18.9,32,254,107
Somnath,2025-05-04,4,Sunday,1,0,0,Cloudy,18.0,107,1003,661
Somnath,2025-05-04,5,Sunday,1,0,0,Cloudy,19.6,661,2175,1294
Somnath,2025-05-04,6,Sunday,1,0,0,Cloudy,19.3,1294,4970,2971
Somnath,2025-05-04,7,Sunday,1,0,0,Cloudy,21.9,2971,6478,3230
Somnath,2025-05-04,8,Sunday,1,0,0,Cloudy,22.4,3230,7018,3117
Somnath,2025-05-04,9,Sunday,1,0,0,Cloudy,24.7,3117,7283,2851
Somnath,2025-05-04,10,Sunday,1,0,0,Cloudy,26.4,2851,7216,2932
Somnath,2025-05-04,11,Sunday,1,0,0,Cloudy,27.8,2932,6116,2129
Somnath,2025-05-04,12,Sunday,1,0,0,Cloudy,27.8,2129,5073,1654
Somnath,2025-05-04,13,Sunday,1,0,0,Cloudy,27.9,1654,4041,1248
Somnath,2025-05-04,14,Sunday,1,0,0,Rainy,28.8,1248,3441,1204
Somnath,2025-05-04,15,Sunday,1,0,0,Rainy,28.0,1204,4064,1760
Somnath,2025-05-04,16,Sunday,1,0,0,Cloudy,27.0,1760,5287,2619
Somnath,2025-05-04,17,Sunday,1,0,0,Cloudy,26.7,2619,7271,3659
Somnath,2025-05-04,18,Sunday,1,0,0,Cloudy,25.0,3659,8051,3330
Somnath,2025-05-04,19,Sunday,1,0,0,Cloudy,24.7,3330,7737,3081
Somnath,2025-05-04,20,Sunday,1,0,0,Cloudy,23.3,3081,6717,2359
Somnath,2025-05-04,21,Sunday,1,0,0,Cloudy,21.8,2359,5020,1477
Somnath,2025-05-04,22,Sunday,1,0,0,Cloudy,19.9,1477,2751,530
Somnath,2025-05-04,23,Sunday,1,0,0,Cloudy,20.6,530,1471,211
Somnath,2025-05-05,0,Monday,0,0,0,Clear,22.3,211,721,41
Somnath,2025-05-05,1,Monday,0,0,0,Clear,20.8,41,371,36
Somnath,2025-05-05,2,Monday,0,0,0,Clear,19.6,36,201,31
Somnath,2025-05-05,3,Monday,0,0,0,Clear,20.9,31,212,96
Somnath,2025-05-05,4,Monday,0,0,0,Clear,20.9,96,810,531
Somnath,2025-05-05,5,Monday,0,0,0,Clear,22.6,531,1979,1190
Somnath,2025-05-05,6,Monday,0,0,0,Clear,22.9,1190,3960,2248
Somnath,2025-05-05,7,Monday,0,0,0,Clear,24.1,2248,5870,3025
Somnath,2025-05-05,8,Monday,0,0,0,Clear,26.5,3025,6641,2925
Somnath,2025-05-05,9,Monday,0,0,0,Clear,27.2,2925,6594,2642
Somnath,2025-05-05,10,Monday,0,0,0,Clear,28.8,2642,5815,1952
Somnath,2025-05-05,11,Monday,0,0,0,Clear,28.5,1952,4921,1716
Somnath,2025-05-05,12,Monday,0,0,0,Clear,30.7,1716,4123,1566
Somnath,2025-05-05,13,Monday,0,0,0,Clear,30.7,1566,3045,879
Somnath,2025-05-05,14,Monday,0,0,0,Clear,31.3,879,3629,1667
Somnath,2025-05-05,15,Monday,0,0,0,Clear,31.6,1667,4177,1911
Somnath,2025-05-05,16,Monday,0,0,0,Clear,29.6,1911,5017,2428
Somnath,2025-05-05,17,Monday,0,0,0,Clear,30.4,2428,6254,2860
Somnath,2025-05-05,18,Monday,0,0,0,Clear,28.2,2860,7249,3263
Somnath,2025-05-05,19,Monday,0,0,0,Clear,27.2,3263,6648,2461
Somnath,2025-05-05,20,Monday,0,0,0,Clear,25.3,2461,5447,1681
Somnath,2025-05-05,21,Monday,0,0,0,Clear,25.0,1681,4198,1143
Somnath,2025-05-05,22,Monday,0,0,0,Clear,23.1,1143,2675,570
Somnath,2025-05-05,23,Monday,0,0,0,Clear,21.6,570,1536,202
Somnath,2025-05-06,0,Tuesday,0,0,0,Rainy,22.1,202,645,27
Somnath,2025-05-06,1,Tuesday,0,0,0,Rainy,21.2,27,312,19
Somnath,2025-05-06,2,Tuesday,0,0,0,Rainy,21.7,19,172,14
Somnath,2025-05-06,3,Tuesday,0,0,0,Rainy,22.5,14,130,40
Somnath,2025-05-06,4,Tuesday,0,0,0,Rainy,22.9,40,558,368
Somnath,2025-05-06,5,Tuesday,0,0,0,Rainy,24.4,368,991,556
Somnath,2025-05-06,6,Tuesday,0,0,0,Rainy,23.5,556,2042,1179
Somnath,2025-05-06,7,Tuesday,0,0,0,Rainy,25.4,1179,3069,1551
Somnath,2025-05-06,8,Tuesday,0,0,0,Rainy,25.9,1551,3363,1426
Somnath,2025-05-06,9,Tuesday,0,0,0,Rainy,27.9,1426,3266,1241
Somnath,2025-05-06,10,Tuesday,0,0,0,Rainy,28.7,1241,3003,1118
Somnath,2025-05-06,11,Tuesday,0,0,0,Rainy,30.2,1118,2725,1046
Somnath,2025-05-06,12,Tuesday,0,0,0,Rainy,32.2,1046,2148,652
Somnath,2025-05-06,13,Tuesday,0,0,0,Rainy,32.4,652,1594,538
Somnath,2025-05-06,14,Tuesday,0,0,0,Heavy Rain,32.3,538,1237,390
Somnath,2025-05-06,15,Tuesday,0,0,0,Rainy,32.1,390,1780,865
Somnath,2025-05-06,16,Tuesday,0,0,0,Heavy Rain,30.5,865,1823,721
Somnath,2025-05-06,17,Tuesday,0,0,0,Rainy,30.1,721,2954,1577
Somnath,2025-05-06,18,Tuesday,0,0,0,Rainy,28.9,1577,3792,1718
Somnath,2025-05-06,19,Tuesday,0,0,0,Rainy,28.0,1718,3368,1266
Somnath,2025-05-06,20,Tuesday,0,0,0,Rainy,26.6,1266,2512,715
Somnath,2025-05-06,21,Tuesday,0,0,0,Rainy,25.0,715,1818,478
Somnath,2025-05-06,22,Tuesday,0,0,0,Rainy,23.6,478,1201,239
Somnath,2025-05-06,23,Tuesday,0,0,0,Rainy,22.3,239,641,69
Somnath,2025-05-07,0,Wednesday,0,0,0,Clear,24.2,69,307,36
Somnath,2025-05-07,1,Wednesday,0,0,0,Clear,23.9,36,170,25
Somnath,2025-05-07,2,Wednesday,0,0,0,Clear,24.0,25,112,26
Somnath,2025-05-07,3,Wednesday,0,0,0,Clear,23.2,26,118,50
Somnath,2025-05-07,4,Wednesday,0,0,0,Clear,24.3,50,560,380
Somnath,2025-05-07,5,Wednesday,0,0,0,Clear,25.6,380,1416,866
Somnath,2025-05-07,6,Wednesday,0,0,0,Clear,26.4,866,3017,1829
Somnath,2025-05-07,7,Wednesday,0,0,0,Clear,27.4,1829,3573,1616
Somnath,2025-05-07,8,Wednesday,0,0,0,Clear,28.6,1616,4608,2252
Somnath,2025-05-07,9,Wednesday,0,0,0,Clear,28.8,2252,4496,1763
Somnath,2025-05-07,10,Wednesday,0,0,0,Clear,31.8,1763,3979,1372
Somnath,2025-05-07,11,Wednesday,0,0,0,Clear,31.8,1372,3574,1355
Somnath,2025-05-07,12,Wednesday,0,0,0,Clear,33.2,1355,2865,1004
Somnath,2025-05-07,13,Wednesday,0,0,0,Clear,33.2,1004,2534,807
Somnath,2025-05-07,14,Wednesday,0,0,0,Clear,33.3,807,2908,1225
Somnath,2025-05-07,15,Wednesday,0,0,0,Clear,33.5,1225,2879,1197
Somnath,2025-05-07,16,Wednesday,0,0,0,Clear,33.0,1197,3156,1382
Somnath,2025-05-07,17,Wednesday,0,0,0,Clear,33.1,1382,3951,1887
Somnath,2025-05-07,18,Wednesday,0,0,0,Clear,30.1,1887,4908,2301
Somnath,2025-05-07,19,Wednesday,0,0,0,Clear,29.9,2301,4550,1758
Somnath,2025-05-07,20,Wednesday,0,0,0,Clear,28.8,1758,3901,1349
Somnath,2025-05-07,21,Wednesday,0,0,0,Clear,27.3,1349,3035,904
Somnath,2025-05-07,22,Wednesday,0,0,0,Clear,26.0,904,1943,406
Somnath,2025-05-07,23,Wednesday,0,0,0,Clear,25.6,406,957,121
Somnath,2025-05-08,0,Thursday,0,0,0,Clear,25.8,121,472,36
Somnath,2025-05-08,1,Thursday,0,0,0,Clear,25.5,36,256,22
Somnath,2025-05-08,2,Thursday,0,0,0,Clear,25.1,22,140,22
Somnath,2025-05-08,3,Thursday,0,0,0,Clear,25.5,22,145,60
Somnath,2025-05-08,4,Thursday,0,0,0,Clear,25.2,60,526,340
Somnath,2025-05-08,5,Thursday,0,0,0,Clear,27.6,340,1309,780
Somnath,2025-05-08,6,Thursday,0,0,0,Clear,28.0,780,2718,1586
Somnath,2025-05-08,7,Thursday,0,0,0,Clear,28.2,1586,4215,2251
Somnath,2025-05-08,8,Thursday,0,0,0,Clear,29.9,2251,5027,2451
Somnath,2025-05-08,9,Thursday,0,0,0,Clear,30.9,2451,4909,1936
Somnath,2025-05-08,10,Thursday,0,0,0,Clear,33.3,1936,4632,1588
Somnath,2025-05-08,11,Thursday,0,0,0,Clear,34.0,1588,3777,1315
Somnath,2025-05-08,12,Thursday,0,0,0,Clear,35.0,1315,3169,1013
Somnath,2025-05-08,13,Thursday,0,0,0,Clear,34.6,1013,2537,799
Somnath,2025-05-08,14,Thursday,0,0,0,Clear,36.0,799,2523,1000
Somnath,2025-05-08,15,Thursday,0,0,0,Clear,35.0,1000,3298,1560
Somnath,2025-05-08,16,Thursday,0,0,0,Clear,34.2,1560,3430,1499
Somnath,2025-05-08,17,Thursday,0,0,0,Clear,34.5,1499,3967,1814
Somnath,2025-05-08,18,Thursday,0,0,0,Clear,33.3,1814,4880,2275
Somnath,2025-05-08,19,Thursday,0,0,0,Clear,31.1,2275,4857,2021
Somnath,2025-05-08,20,Thursday,0,0,0,Clear,30.2,2021,4157,1452
Somnath,2025-05-08,21,Thursday,0,0,0,Clear,29.1,1452,2858,752
Somnath,2025-05-08,22,Thursday,0,0,0,Clear,27.8,752,1660,299
Somnath,2025-05-08,23,Thursday,0,0,0,Clear,26.9,299,927,101
Somnath,2025-05-09,0,Friday,0,0,0,Clear,25.2,101,481,41
Somnath,2025-05-09,1,Friday,0,0,0,Clear,23.6,41,263,31
Somnath,2025-05-09,2,Friday,0,0,0,Clear,23.2,31,142,24
Somnath,2025-05-09,3,Friday,0,0,0,Clear,24.0,24,166,74
Somnath,2025-05-09,4,Friday,0,0,0,Clear,24.3,74,639,420
Somnath,2025-05-09,5,Friday,0,0,0,Clear,25.9,420,1609,977
Somnath,2025-05-09,6,Friday,0,0,0,Clear,25.7,977,3326,1940
Somnath,2025-05-09,7,Friday,0,0,0,Clear,28.2,1940,4935,2574
Somnath,2025-05-09,8,Friday,0,0,0,Clear,28.9,2574,5290,2390
Somnath,2025-05-09,9,Friday,0,0,0,Clear,29.8,2390,5567,2332
Somnath,2025-05-09,10,Friday,0,0,0,Clear,31.7,2332,5137,1863
Somnath,2025-05-09,11,Friday,0,0,0,Clear,32.7,1863,4438,1727
Somnath,2025-05-09,12,Friday,0,0,0,Clear,31.2,1727,3397,1142
Somnath,2025-05-09,13,Friday,0,0,0,Clear,33.9,1142,2908,932
Somnath,2025-05-09,14,Friday,0,0,0,Clear,34.4,932,2979,1197
Somnath,2025-05-09,15,Friday,0,0,0,Clear,34.2,1197,3352,1437
Somnath,2025-05-09,16,Friday,0,0,0,Clear,32.8,1437,4200,2080
Somnath,2025-05-09,17,Friday,0,0,0,Clear,32.8,2080,5480,2542
Somnath,2025-05-09,18,Friday,0,0,0,Clear,30.6,2542,5948,2504
Somnath,2025-05-09,19,Friday,0,0,0,Clear,30.5,2504,5594,2256
Somnath,2025-05-09,20,Friday,0,0,0,Clear,28.6,2256,5107,1923
Somnath,2025-05-09,21,Friday,0,0,0,Clear,27.8,1923,3449,953
Somnath,2025-05-09,22,Friday,0,0,0,Clear,26.9,953,2325,440
Somnath,2025-05-09,23,Friday,0,0,0,Clear,24.6,440,1183,152
Somnath,2025-05-10,0,Saturday,1,0,0,Rainy,19.0,152,543,49
Somnath,2025-05-10,1,Saturday,1,0,0,Rainy,18.2,49,272,27
Somnath,2025-05-10,2,Saturday,1,0,0,Rainy,18.4,27,166,33
Somnath,2025-05-10,3,Saturday,1,0,0,Rainy,18.5,33,173,73
Somnath,2025-05-10,4,Saturday,1,0,0,Heavy Rain,18.2,73,507,317
Somnath,2025-05-10,5,Saturday,1,0,0,Heavy Rain,20.0,317,951,539
Somnath,2025-05-10,6,Saturday,1,0,0,Heavy Rain,20.7,539,1592,889
Somnath,2025-05-10,7,Saturday,1,0,0,Heavy Rain,21.7,889,2629,1434
Somnath,2025-05-10,8,Saturday,1,0,0,Heavy Rain,22.8,1434,2950,1329
Somnath,2025-05-10,9,Saturday,1,0,0,Heavy Rain,24.6,1329,3686,1695
Somnath,2025-05-10,10,Saturday,1,0,0,Heavy Rain,26.7,1695,3298,1276
Somnath,2025-05-10,11,Saturday,1,0,0,Heavy Rain,26.4,1276,2660,798
Somnath,2025-05-10,12,Saturday,1,0,0,Heavy Rain,27.7,798,1907,545
Somnath,2025-05-10,13,Saturday,1,0,0,Heavy Rain,28.4,545,1642,573
Somnath,2025-05-10,14,Saturday,1,0,0,Heavy Rain,28.2,573,1702,731
Somnath,2025-05-10,15,Saturday,1,0,0,Heavy Rain,28.4,731,2018,946
Somnath,2025-05-10,16,Saturday,1,0,0,Heavy Rain,27.6,946,2534,1233
Somnath,2025-05-10,17,Saturday,1,0,0,Heavy Rain,26.9,1233,3315,1524
Somnath,2025-05-10,18,Saturday,1,0,0,Heavy Rain,26.4,1524,3739,1635
Somnath,2025-05-10,19,Saturday,1,0,0,Heavy Rain,24.2,1635,3415,1285
Somnath,2025-05-10,20,Saturday,1,0,0,Heavy Rain,23.6,1285,2867,964
Somnath,2025-05-10,21,Saturday,1,0,0,Heavy Rain,21.9,964,1964,558
Somnath,2025-05-10,22,Saturday,1,0,0,Rainy,20.6,558,1586,510
Somnath,2025-05-10,23,Saturday,1,0,0,Rainy,19.7,510,909,181
Somnath,2025-05-11,0,Sunday,1,0,0,Clear,25.4,181,509,73
Somnath,2025-05-11,1,Sunday,1,0,0,Clear,25.4,73,280,34
Somnath,2025-05-11,2,Sunday,1,0,0,Clear,25.7,34,172,35
Somnath,2025-05-11,3,Sunday,1,0,0,Clear,25.3,35,211,102
Somnath,2025-05-11,4,Sunday,1,0,0,Clear,26.8,102,1138,774
Somnath,2025-05-11,5,Sunday,1,0,0,Clear,26.7,774,2465,1461
Somnath,2025-05-11,6,Sunday,1,0,0,Clear,27.7,1461,4693,2588
Somnath,2025-05-11,7,Sunday,1,0,0,Clear,29.8,2588,7235,3766
Somnath,2025-05-11,8,Sunday,1,0,0,Clear,29.9,3766,8334,3645
Somnath,2025-05-11,9,Sunday,1,0,0,Clear,31.2,3645,8946,3526
Somnath,2025-05-11,10,Sunday,1,0,0,Clear,33.8,3526,8504,3285
Somnath,2025-05-11,11,Sunday,1,0,0,Clear,34.9,3285,6799,2089
Somnath,2025-05-11,12,Sunday,1,0,0,Clear,35.5,2089,5475,1640
Somnath,2025-05-11,13,Sunday,1,0,0,Clear,35.3,1640,4305,1355
